phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.5,0.00269321,-0.0055336556,0.03363543
22.5,0.00227748,-0.0057026246,0.03377253
37.5,0.00269152,-0.005985688,0.034042273
52.5,0.00242998,-0.006309178,0.03440559
67.5,0.00198331,-0.0066157714,0.03479447
82.5,0.00206374,-0.0068758186,0.035148256
97.5,0.00221999,-0.00708132,0.035435006
112.5,0.00160033,-0.007235864,0.035648834
127.5,0.00182874,-0.0073472075,0.035798192
142.5,0.00143234,-0.0074232607,0.03589599
157.5,0.00176373,-0.007470393,0.035954107
172.5,0.00147661,-0.007492893,0.03598101
187.5,0.00132116,-0.007492893,0.03598101
202.5,0.00181795,-0.007470393,0.035954107
217.5,0.0013636,-0.0074232607,0.03589599
232.5,0.0019753,-0.0073472075,0.035798192
247.5,0.00164392,-0.007235865,0.035648834
262.5,0.00172223,-0.00708132,0.035435006
277.5,0.00190478,-0.006875818,0.035148256
292.5,0.00187063,-0.0066157714,0.03479447
307.5,0.00228356,-0.006309178,0.03440559
322.5,0.00258037,-0.0059856875,0.034042273
337.5,0.00230198,-0.005702626,0.033772532
352.5,0.00219812,-0.0055336547,0.03363543
